PLAYER,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R, +/-
Xavier Hutchinson,HOU,WR,4.4,2.1,16.2,21.13,2,5,40,39,0,8.7,5.6,3.1
Jake Ferguson,DAL,TE,7.3,3,4,9.37,5,6,83.33,36,0,6.3,7.1,-0.7
Jordan Addison,MIN,WR,6.4,3.2,9.8,69.06,5,10,50,36,0,1.3,1.7,-0.4
Michael Wilson,AZ,WR,5.8,2,12.5,30.21,3,7,42.86,36,0,3.2,2.1,1.2
Kayshon Boutte,NE,WR,7.4,1.7,12.6,25.56,4,5,80,35,1,1.1,1,0
AJ Barner,SEA,TE,3.5,4.8,1.4,8.34,4,5,80,35,0,8.2,7.6,0.6
Wan'Dale Robinson,NYG,WR,5.5,3.6,4.4,20.03,7,8,87.5,34,0,3.2,3.3,-0.1
Luther Burden III,CHI,WR,8.4,3.6,4.4,11.43,4,6,66.67,33,0,6.4,4.2,2.2
DK Metcalf,PIT,WR,3.6,4.1,4.8,20.52,3,5,60,32,0,5.5,6,-0.5
Malik Washington,MIA,WR,7.7,4.9,3.4,8.1,4,5,80,30,0,7.8,7.7,0.1
Keenan Allen,LAC,WR,4.9,1.8,10.8,27.32,4,5,80,30,0,0,0.8,-0.8
Chig Okonkwo,TEN,TE,6.3,4,7.6,17.67,4,5,80,29,0,1.5,3.5,-2
Theo Johnson,NYG,TE,5.9,1.2,12.5,56.67,3,8,37.5,29,0,1.1,1,0.2
Colston Loveland,CHI,TE,7,1.8,10.4,27.08,3,6,50,28,0,0.2,2.1,-1.9
Colby Parkinson,LAR,TE,6.5,4.4,2.1,4.72,4,5,80,27,0,6.8,8.1,-1.3
Darnell Mooney,ATL,WR,4.5,2.4,9.7,30.9,2,5,40,25,0,6.1,6.6,-0.5
Gunnar Helm,TEN,TE,4.7,2.6,5.2,16.73,6,7,85.71,23,0,0.7,2.9,-2.2
Mitchell Tinsley,CIN,WR,6.8,2,13.5,31.01,2,9,22.22,22,0,4,5.6,-1.7
John Metchie III,NYJ,WR,7.7,4,5.7,15.21,4,8,50,19,0,2.7,3.8,-1.1
DJ Moore,CHI,WR,7,3.9,9.8,21.29,2,5,40,17,0,4.5,6.1,-1.6
Rome Odunze,CHI,WR,7.9,2.5,8.8,22.97,2,6,33.33,8,0,0.5,2,-1.5
Zay Flowers,BAL,WR,6.9,3.3,13.9,28.37,2,7,28.57,6,0,0.5,1.8,-1.2
Elic Ayomanor,TEN,WR,7.1,2.6,9.3,21.6,1,5,20,5,0,-0.4,0.7,-1.1
Justin Jefferson,MIN,WR,5.9,3.3,7.8,33.23,2,6,33.33,4,0,4.1,6.3,-2.1
