PLAYER,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R, +/-
Isaiah Bond,CLE,WR,4.9,1.9,12.6,47.58,2,7,28.57,29,0,1.5,5.4,-3.9
Jack Bech,LV,WR,2.7,2.4,12.8,23.29,3,5,60,27,0,1.9,1.9,0
Sterling Shepard,TB,WR,4.7,3.2,9.2,20.14,4,5,80,24,1,1.8,2,-0.1
Keon Coleman,BUF,WR,3.8,2,12.9,35.04,4,7,57.14,23,1,1.6,1.4,0.2
Julian Hill,MIA,TE,4.9,4.5,6.9,11.8,4,5,80,22,0,2.7,3.3,-0.6
Tee Higgins,CIN,WR,4.4,2.3,12.3,24.96,3,7,42.86,22,1,-0.6,0.4,-1
Dallas Goedert,PHI,TE,5.3,2.9,10.4,22.74,3,9,33.33,19,1,4.8,4.8,0
Chimere Dike,TEN,WR,7.7,3.3,18.7,23.26,2,5,40,17,0,7.5,5.6,1.9
Mike Gesicki,CIN,TE,6.6,3.5,8.4,12.1,2,5,40,15,0,1.5,4.2,-2.7
Jerry Jeudy,CLE,WR,6.6,4,9.8,26.48,2,5,40,15,0,1.7,4.2,-2.4
Marvin Mims Jr.,DEN,WR,9.3,3.6,15.6,24.17,2,5,40,10,0,1.8,3.2,-1.4
Malik Washington,MIA,WR,7.3,3.2,4.6,7.94,4,5,80,0,0,2.1,3.5,-1.4
